UID,ParentUID,Episode,Steps,Reward,Epsilon,Loss,Beta,LR,Cause,Stage,Food,QMean,QMax,TDError,GradNorm,ActStraight,ActGentle,ActMedium,ActSharp,ActUturn,ActBoost,NumAgents
20260216-ca3059a5,20260216-554ba8a8,1,41,21.03,0.9754,0.0000,0.40,0.000002,SnakeCollision,1,11,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.024,0.976,0.000,2
20260216-ca3059a5,20260216-554ba8a8,2,2,-9.90,0.9753,0.0000,0.40,0.000002,SnakeCollision,1,1,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,1.000,0.000,2
20260216-ca3059a5,20260216-554ba8a8,3,38,53.75,0.9711,29.9265,0.41,0.000004,SnakeCollision,1,22,4.8639,10.3785,7.7491,209.4843,0.000,0.000,0.000,0.263,0.737,0.000,2
20260216-ca3059a5,20260216-554ba8a8,4,45,49.68,0.9702,40.5839,0.41,0.000004,SnakeCollision,1,20,3.8554,9.9841,7.7271,248.2602,0.000,0.022,0.000,0.000,0.978,0.000,2
20260216-ca3059a5,20260216-554ba8a8,5,31,49.29,0.9677,38.1014,0.42,0.000006,SnakeCollision,1,21,3.4162,11.5620,8.1997,204.7846,0.000,0.032,0.000,0.258,0.710,0.000,2
20260216-ca3059a5,20260216-554ba8a8,6,24,26.75,0.9676,40.9332,0.42,0.000006,SnakeCollision,1,16,3.4820,11.5747,8.4195,222.7092,0.000,0.000,0.000,0.125,0.875,0.000,2
20260216-ca3059a5,20260216-554ba8a8,7,65,71.35,0.9604,19.9883,0.45,0.000009,SnakeCollision,1,20,3.7208,12.5352,5.7321,157.3344,0.000,0.015,0.000,0.200,0.785,0.000,2
20260216-ca3059a5,20260216-554ba8a8,8,99,72.20,0.9568,10.4744,0.46,0.000010,SnakeCollision,1,30,4.0152,15.2520,4.6194,85.7357,0.000,0.000,0.010,0.081,0.899,0.010,3
20260216-ca3059a5,20260216-554ba8a8,9,33,53.56,0.9568,10.4744,0.46,0.000010,SnakeCollision,1,21,4.0152,15.2520,4.6194,85.7357,0.000,0.000,0.000,0.000,1.000,0.000,3
20260216-f5078093,20260216-ca3059a5,10,52,48.85,0.9492,40.5194,0.40,0.000003,SnakeCollision,1,14,1.3223,8.1543,5.4888,937.4953,0.000,0.000,0.000,0.019,0.981,0.000,2
20260216-f5078093,20260216-ca3059a5,11,81,110.95,0.9405,14.1549,0.43,0.000007,SnakeCollision,1,31,4.1210,10.2162,4.2859,194.4540,0.000,0.000,0.000,0.123,0.877,0.000,3
20260216-f5078093,20260216-ca3059a5,12,100,87.09,0.9404,7.5961,0.43,0.000007,SnakeCollision,1,20,3.7447,10.5628,4.0120,73.2516,0.000,0.000,0.000,0.110,0.890,0.000,3
20260216-f5078093,20260216-ca3059a5,13,84,113.36,0.9315,5.0754,0.46,0.000011,SnakeCollision,1,33,4.9330,16.6895,3.5961,57.1782,0.000,0.000,0.000,0.083,0.917,0.000,4
20260216-f5078093,20260216-ca3059a5,14,83,130.98,0.9315,5.0754,0.46,0.000011,SnakeCollision,1,34,4.9330,16.6895,3.5961,57.1782,0.000,0.000,0.000,0.036,0.952,0.012,4
20260216-f5078093,20260216-ca3059a5,15,17,39.65,0.9297,8.1361,0.47,0.000012,SnakeCollision,1,20,4.4524,17.9028,5.2550,65.4092,0.000,0.000,0.000,0.118,0.882,0.000,4
20260216-f5078093,20260216-ca3059a5,16,18,49.70,0.9296,15.2349,0.47,0.000012,SnakeCollision,1,19,4.7510,18.6231,5.0987,118.7881,0.000,0.000,0.000,0.278,0.722,0.000,4
20260216-f5078093,20260216-ca3059a5,17,104,86.33,0.9295,23.2516,0.47,0.000012,SnakeCollision,1,31,4.9940,18.1827,5.2707,169.5169,0.000,0.000,0.000,0.029,0.971,0.000,4
20260216-f5078093,20260216-ca3059a5,18,74,90.43,0.9238,7.4762,0.49,0.000015,SnakeCollision,1,24,7.1376,21.6785,4.7971,60.4380,0.000,0.000,0.014,0.257,0.730,0.000,5
20260216-f5078093,20260216-ca3059a5,19,48,65.07,0.9187,10.1456,0.51,0.000017,SnakeCollision,1,22,7.5648,25.4883,4.2696,143.4344,0.000,0.000,0.021,0.167,0.812,0.000,5
20260216-f5078093,20260216-ca3059a5,20,125,168.94,0.9165,11.7129,0.52,0.000018,SnakeCollision,1,55,6.1171,26.1857,4.6738,207.9962,0.000,0.008,0.000,0.272,0.712,0.008,5
20260216-f5078093,20260216-ca3059a5,21,124,150.94,0.9164,11.2905,0.52,0.000018,SnakeCollision,1,40,7.3573,26.2843,4.5884,99.9292,0.000,0.008,0.000,0.202,0.782,0.008,5
20260216-f5078093,20260216-ca3059a5,22,42,62.46,0.9143,11.8259,0.53,0.000019,SnakeCollision,1,25,7.5650,22.5567,4.7652,150.1817,0.000,0.000,0.000,0.571,0.429,0.000,5
20260216-f5078093,20260216-ca3059a5,23,146,160.54,0.9142,15.9740,0.53,0.000019,SnakeCollision,1,46,7.1614,27.5049,4.6931,148.9347,0.000,0.000,0.000,0.062,0.938,0.000,5
20260216-f5078093,20260216-ca3059a5,24,22,47.56,0.9141,19.2439,0.53,0.000019,SnakeCollision,1,21,6.7903,23.0841,5.6149,275.1412,0.000,0.000,0.000,0.045,0.955,0.000,5
20260216-f5078093,20260216-ca3059a5,25,93,56.82,0.9141,19.2439,0.53,0.000019,SnakeCollision,1,20,6.7903,23.0841,5.6149,275.1412,0.000,0.000,0.000,0.043,0.957,0.000,5
20260216-f5078093,20260216-ca3059a5,26,24,51.46,0.9140,13.0232,0.53,0.000019,SnakeCollision,1,22,6.1158,19.9640,5.1703,180.7198,0.000,0.000,0.000,0.042,0.958,0.000,4
20260216-f5078093,20260216-ca3059a5,27,10,12.90,0.9130,13.5796,0.53,0.000020,SnakeCollision,1,7,5.0492,25.6280,4.7238,210.1397,0.000,0.000,0.000,0.400,0.600,0.000,4
20260216-f5078093,20260216-ca3059a5,28,12,49.99,0.9129,12.0610,0.53,0.000020,SnakeCollision,1,21,6.2184,26.5853,5.0185,214.3197,0.000,0.000,0.000,0.000,1.000,0.000,4
20260216-f5078093,20260216-ca3059a5,29,187,232.19,0.8949,8.5621,0.60,0.000028,SnakeCollision,1,57,7.0643,27.4008,4.4318,179.2751,0.000,0.000,0.000,0.021,0.979,0.000,4
20260216-f5078093,20260216-ca3059a5,30,175,186.43,0.8949,8.5621,0.60,0.000028,SnakeCollision,1,48,7.0643,27.4008,4.4318,179.2751,0.000,0.000,0.000,0.097,0.903,0.000,4
20260216-f5078093,20260216-ca3059a5,31,66,54.43,0.8884,3.8048,0.62,0.000032,SnakeCollision,1,20,7.9357,32.7283,3.0987,89.6576,0.000,0.000,0.000,0.258,0.727,0.015,5
20260216-f5078093,20260216-ca3059a5,32,7,9.60,0.8877,3.6407,0.63,0.000032,SnakeCollision,1,8,7.3584,32.5428,3.5906,112.5206,0.000,0.000,0.000,0.286,0.714,0.000,5
20260216-f5078093,20260216-ca3059a5,33,7,13.60,0.8876,3.9392,0.63,0.000032,SnakeCollision,1,8,6.4990,28.4853,3.8135,82.6706,0.000,0.000,0.000,0.000,1.000,0.000,5
20260216-f5078093,20260216-ca3059a5,34,300,299.72,0.8822,4.8599,0.65,0.000035,MaxSteps,1,72,6.6467,32.2813,3.5989,82.5688,0.000,0.000,0.007,0.010,0.983,0.000,5
20260216-f5078093,20260216-ca3059a5,35,46,71.87,0.8776,2.6391,0.66,0.000037,SnakeCollision,1,22,8.0689,34.5594,2.9425,116.0366,0.000,0.000,0.000,0.000,1.000,0.000,6
20260216-f5078093,20260216-ca3059a5,36,100,121.21,0.8776,2.6391,0.66,0.000037,SnakeCollision,1,31,8.0689,34.5594,2.9425,116.0366,0.000,0.000,0.000,0.220,0.780,0.000,6
20260216-f5078093,20260216-ca3059a5,37,101,139.07,0.8776,2.6391,0.66,0.000037,SnakeCollision,1,31,8.0689,34.5594,2.9425,116.0366,0.000,0.000,0.000,0.000,1.000,0.000,6
20260216-f5078093,20260216-ca3059a5,38,24,47.29,0.8752,3.4409,0.67,0.000038,SnakeCollision,1,19,6.8916,17.2703,2.7672,65.9230,0.000,0.000,0.000,0.292,0.708,0.000,6
20260216-f5078093,20260216-ca3059a5,39,26,19.40,0.8751,4.3466,0.67,0.000038,SnakeCollision,1,10,7.1843,35.9171,3.2771,183.6957,0.000,0.000,0.000,0.038,0.962,0.000,6
20260216-f5078093,20260216-ca3059a5,40,236,244.64,0.8713,5.2728,0.69,0.000040,SnakeCollision,1,60,7.1889,21.9938,3.0296,114.6792,0.000,0.000,0.004,0.119,0.877,0.000,6
20260216-f5078093,20260216-ca3059a5,41,40,62.22,0.8712,3.7107,0.69,0.000040,SnakeCollision,1,19,8.5181,28.8292,3.3960,105.1793,0.025,0.000,0.025,0.100,0.850,0.000,6
20260216-f5078093,20260216-ca3059a5,42,42,72.26,0.8711,4.9676,0.69,0.000040,SnakeCollision,1,23,8.5602,29.9739,4.0521,254.3203,0.000,0.000,0.000,0.024,0.976,0.000,6
20260216-f5078093,20260216-ca3059a5,43,300,268.14,0.8650,3.6532,0.71,0.000043,MaxSteps,1,59,6.9263,30.3813,2.9415,90.5133,0.000,0.000,0.000,0.123,0.877,0.000,6
20260216-f5078093,20260216-ca3059a5,44,150,101.49,0.8628,4.0442,0.72,0.000045,SnakeCollision,1,40,9.2995,34.1106,3.4477,191.9366,0.000,0.000,0.000,0.013,0.980,0.007,6
20260216-f5078093,20260216-ca3059a5,45,151,241.53,0.8627,4.1333,0.72,0.000045,SnakeCollision,1,74,6.8995,30.5076,3.0976,66.1727,0.000,0.000,0.000,0.099,0.894,0.007,6
20260216-f5078093,20260216-ca3059a5,46,82,118.10,0.8569,4.2697,0.75,0.000048,SnakeCollision,1,29,6.8144,24.2568,3.0155,130.3907,0.000,0.000,0.000,0.244,0.756,0.000,7
20260216-f5078093,20260216-ca3059a5,47,60,86.65,0.8569,4.2697,0.75,0.000048,SnakeCollision,1,25,6.8144,24.2568,3.0155,130.3907,0.000,0.000,0.000,0.083,0.917,0.000,7
20260216-f5078093,20260216-ca3059a5,48,59,71.66,0.8569,4.2697,0.75,0.000048,SnakeCollision,1,24,6.8144,24.2568,3.0155,130.3907,0.000,0.000,0.000,0.102,0.881,0.017,7
20260216-f5078093,20260216-ca3059a5,49,145,145.05,0.8569,5.4874,0.75,0.000048,SnakeCollision,1,37,7.0190,31.4685,3.8077,182.4195,0.000,0.000,0.000,0.014,0.986,0.000,7
20260216-f5078093,20260216-ca3059a5,50,146,81.75,0.8569,5.4874,0.75,0.000048,SnakeCollision,1,29,7.0190,31.4685,3.8077,182.4195,0.000,0.000,0.000,0.007,0.993,0.000,7
20260216-f5078093,20260216-ca3059a5,51,3,9.11,0.8568,3.8193,0.75,0.000048,SnakeCollision,1,7,5.9725,19.1743,3.8481,176.9079,0.000,0.000,0.000,1.000,0.000,0.000,7
20260216-f5078093,20260216-ca3059a5,52,3,46.20,0.8567,6.0731,0.75,0.000048,SnakeCollision,1,19,3.8825,19.3355,3.8587,233.9974,0.000,0.000,0.000,0.000,1.000,0.000,7
20260216-f5078093,20260216-ca3059a5,53,31,68.37,0.8538,2.5678,0.76,0.000049,SnakeCollision,1,23,7.4245,30.5035,3.8939,35.9543,0.000,0.000,0.000,0.032,0.968,0.000,7
20260216-f5078093,20260216-ca3059a5,54,78,84.52,0.8491,3.8009,0.78,0.000052,SnakeCollision,1,26,5.8871,27.0952,3.4754,111.0646,0.000,0.000,0.000,0.167,0.833,0.000,7
20260216-f5078093,20260216-ca3059a5,55,82,176.47,0.8490,2.1482,0.78,0.000052,SnakeCollision,1,53,7.8224,24.3032,3.8980,53.4772,0.000,0.000,0.000,0.073,0.915,0.012,7
20260216-f5078093,20260216-ca3059a5,56,81,80.24,0.8490,2.1482,0.78,0.000052,SnakeCollision,1,27,7.8224,24.3032,3.8980,53.4772,0.000,0.000,0.000,0.198,0.802,0.000,7
20260216-f5078093,20260216-ca3059a5,57,81,89.36,0.8489,4.3815,0.78,0.000052,SnakeCollision,1,31,6.5393,27.3179,3.2610,148.9194,0.000,0.000,0.000,0.173,0.827,0.000,7
20260216-f5078093,20260216-ca3059a5,58,52,71.38,0.8488,3.5945,0.78,0.000052,SnakeCollision,1,22,7.5382,22.0688,3.7131,59.5677,0.000,0.019,0.038,0.058,0.885,0.000,7
20260216-f5078093,20260216-ca3059a5,59,85,93.97,0.8487,2.5885,0.78,0.000052,SnakeCollision,1,27,7.8677,22.0663,3.6604,36.8114,0.000,0.000,0.000,0.012,0.988,0.000,7
20260216-f5078093,20260216-ca3059a5,60,7,46.60,0.8482,2.2359,0.78,0.000052,SnakeCollision,1,19,5.8874,25.1764,3.0866,103.7277,0.000,0.000,0.000,0.000,1.000,0.000,7
20260216-f5078093,20260216-ca3059a5,61,12,45.44,0.8478,2.9003,0.78,0.000052,SnakeCollision,1,21,8.7689,23.2134,4.1415,155.6429,0.000,0.000,0.000,0.167,0.833,0.000,7
20260216-f5078093,20260216-ca3059a5,62,242,231.07,0.8477,5.6313,0.78,0.000052,SnakeCollision,1,62,8.6809,33.7197,4.0057,300.6526,0.000,0.000,0.000,0.021,0.979,0.000,6
20260216-f5078093,20260216-ca3059a5,63,11,37.00,0.8477,5.6313,0.78,0.000052,SnakeCollision,1,21,8.6809,33.7197,4.0057,300.6526,0.000,0.000,0.000,0.273,0.727,0.000,6
20260216-f5078093,20260216-ca3059a5,64,14,46.67,0.8477,5.6313,0.78,0.000052,SnakeCollision,1,21,8.6809,33.7197,4.0057,300.6526,0.000,0.000,0.000,0.143,0.857,0.000,6
20260216-f5078093,20260216-ca3059a5,65,16,62.50,0.8476,2.6983,0.78,0.000052,SnakeCollision,1,26,9.0735,22.9408,4.3394,79.8728,0.000,0.000,0.000,0.125,0.875,0.000,6
20260216-f5078093,20260216-ca3059a5,66,83,90.55,0.8397,1.9253,0.81,0.000056,SnakeCollision,1,28,7.0342,31.3416,2.9981,57.7578,0.000,0.000,0.000,0.337,0.663,0.000,5
20260216-f5078093,20260216-ca3059a5,67,85,104.97,0.8396,3.8934,0.81,0.000057,SnakeCollision,1,31,7.3325,24.4531,3.5819,202.8217,0.000,0.000,0.012,0.118,0.871,0.000,4
20260216-f5078093,20260216-ca3059a5,68,85,85.80,0.8396,3.8934,0.81,0.000057,SnakeCollision,1,28,7.3325,24.4531,3.5819,202.8217,0.000,0.000,0.000,0.165,0.835,0.000,4
20260216-f5078093,20260216-ca3059a5,69,100,115.40,0.8395,4.2664,0.82,0.000057,SnakeCollision,1,34,8.9985,34.4380,3.8065,273.4739,0.000,0.010,0.000,0.030,0.960,0.000,4
20260216-f5078093,20260216-ca3059a5,70,3,41.20,0.8394,3.9362,0.82,0.000057,SnakeCollision,1,20,9.3905,35.3973,3.5705,250.4825,0.000,0.000,0.000,0.000,1.000,0.000,4
20260216-f5078093,20260216-ca3059a5,71,57,169.58,0.8342,1.7434,0.84,0.000059,SnakeCollision,1,58,6.8755,23.4020,3.5160,45.8320,0.000,0.018,0.018,0.228,0.702,0.035,4
20260216-f5078093,20260216-ca3059a5,72,58,93.51,0.8341,4.4324,0.84,0.000059,SnakeCollision,1,28,5.1625,33.5475,3.4799,94.2081,0.000,0.000,0.000,0.017,0.983,0.000,4
20260216-f5078093,20260216-ca3059a5,73,58,86.32,0.8340,4.5314,0.84,0.000060,SnakeCollision,1,32,6.2491,26.9653,3.7284,142.5186,0.000,0.000,0.000,0.017,0.983,0.000,4
20260216-f5078093,20260216-ca3059a5,74,53,170.35,0.8292,0.7644,0.86,0.000062,SnakeCollision,1,59,7.9188,30.4951,3.8391,24.2044,0.000,0.038,0.000,0.075,0.868,0.019,4
20260216-f5078093,20260216-ca3059a5,75,109,107.78,0.8291,1.5620,0.86,0.000062,SnakeCollision,1,32,7.2971,37.4794,3.5508,64.0691,0.000,0.000,0.000,0.009,0.991,0.000,4
20260216-f5078093,20260216-ca3059a5,76,52,85.18,0.8291,1.5620,0.86,0.000062,SnakeCollision,1,22,7.2971,37.4794,3.5508,64.0691,0.000,0.000,0.000,0.077,0.923,0.000,4
20260216-f5078093,20260216-ca3059a5,77,62,92.96,0.8234,1.7916,0.88,0.000065,SnakeCollision,1,28,6.6165,26.6198,3.0347,40.3499,0.000,0.016,0.000,0.113,0.871,0.000,4
20260216-f5078093,20260216-ca3059a5,78,122,124.67,0.8178,2.0405,0.90,0.000068,SnakeCollision,1,37,7.5878,32.4355,2.9277,101.9234,0.000,0.000,0.000,0.008,0.992,0.000,5
20260216-f5078093,20260216-ca3059a5,79,62,110.07,0.8177,2.5844,0.90,0.000068,SnakeCollision,1,30,6.0073,32.5729,3.6434,82.1913,0.000,0.000,0.000,0.129,0.871,0.000,5
20260216-f5078093,20260216-ca3059a5,80,177,206.96,0.8176,3.6423,0.90,0.000068,SnakeCollision,1,54,6.4356,30.9197,3.7599,208.8339,0.000,0.000,0.000,0.011,0.989,0.000,5
20260216-f5078093,20260216-ca3059a5,81,4,3.88,0.8175,0.9734,0.91,0.000068,SnakeCollision,1,7,6.6083,28.8178,3.5274,72.7651,0.000,0.000,0.000,0.000,1.000,0.000,5
20260216-f5078093,20260216-ca3059a5,82,27,55.19,0.8150,1.8373,0.92,0.000070,SnakeCollision,1,20,7.8051,29.7293,3.1949,51.7694,0.037,0.000,0.000,0.074,0.889,0.000,5
20260216-f5078093,20260216-ca3059a5,83,31,57.39,0.8149,3.4219,0.92,0.000070,SnakeCollision,1,22,8.0020,37.1240,3.3188,186.7019,0.032,0.000,0.000,0.097,0.871,0.000,5
20260216-f5078093,20260216-ca3059a5,84,154,148.98,0.8148,2.2574,0.92,0.000070,SnakeCollision,1,45,5.7953,29.9641,3.6927,50.4370,0.000,0.000,0.000,0.084,0.916,0.000,5
20260216-f5078093,20260216-ca3059a5,85,32,76.41,0.8147,1.9481,0.92,0.000070,SnakeCollision,1,28,5.9713,30.4150,3.1193,68.5148,0.000,0.000,0.000,0.094,0.906,0.000,5
20260216-f5078093,20260216-ca3059a5,86,32,60.89,0.8146,1.1280,0.92,0.000070,SnakeCollision,1,23,8.1842,30.6748,3.5757,42.9654,0.000,0.000,0.000,0.000,1.000,0.000,4
20260216-f5078093,20260216-ca3059a5,87,32,70.75,0.8119,2.2721,0.93,0.000071,SnakeCollision,1,24,5.4896,33.3930,3.5493,63.9816,0.000,0.000,0.000,0.031,0.969,0.000,4
20260216-f5078093,20260216-ca3059a5,88,32,62.95,0.8118,1.2738,0.93,0.000071,SnakeCollision,1,22,8.0695,28.5564,3.5427,32.8106,0.000,0.000,0.000,0.094,0.906,0.000,4
20260216-f5078093,20260216-ca3059a5,89,138,180.09,0.8021,1.7646,0.97,0.000077,SnakeCollision,1,44,7.4844,37.7638,2.6488,45.4781,0.014,0.000,0.000,0.094,0.891,0.000,3
20260216-f5078093,20260216-ca3059a5,90,217,244.82,0.7922,1.1179,1.00,0.000082,SnakeCollision,1,57,6.1020,30.3821,2.8107,50.8296,0.000,0.005,0.000,0.074,0.922,0.000,4
20260216-f5078093,20260216-ca3059a5,91,262,299.57,0.7883,1.9434,1.00,0.000085,Wall,1,71,5.1365,28.6721,3.4380,75.8792,0.000,0.000,0.000,0.141,0.859,0.000,4
20260216-f5078093,20260216-ca3059a5,92,45,69.17,0.7882,0.7775,1.00,0.000085,SnakeCollision,1,22,7.4408,34.2339,2.8045,33.8019,0.000,0.000,0.000,0.089,0.911,0.000,4
20260216-f5078093,20260216-ca3059a5,93,172,155.04,0.7867,3.0294,1.00,0.000085,SnakeCollision,1,47,7.4044,33.9730,3.5164,232.8942,0.000,0.000,0.000,0.192,0.808,0.000,4
20260216-f5078093,20260216-ca3059a5,94,116,116.90,0.7765,0.5965,1.00,0.000091,SnakeCollision,1,33,6.8095,32.0527,3.0671,61.5925,0.000,0.000,0.009,0.026,0.966,0.000,5
20260216-f5078093,20260216-ca3059a5,95,147,164.61,0.7754,1.1928,1.00,0.000092,SnakeCollision,1,41,7.0649,34.7604,2.8968,35.0069,0.000,0.000,0.000,0.041,0.959,0.000,5
20260216-f5078093,20260216-ca3059a5,96,147,174.28,0.7753,0.3296,1.00,0.000092,SnakeCollision,1,45,6.1170,33.6841,3.0689,13.3304,0.000,0.000,0.000,0.150,0.850,0.000,5
20260216-f5078093,20260216-ca3059a5,97,89,118.58,0.7688,0.8166,1.00,0.000096,SnakeCollision,1,35,8.9648,31.8087,3.0115,101.7389,0.000,0.000,0.000,0.258,0.742,0.000,6
20260216-f5078093,20260216-ca3059a5,98,76,58.49,0.7688,0.8166,1.00,0.000096,SnakeCollision,1,28,8.9648,31.8087,3.0115,101.7389,0.000,0.000,0.000,0.013,0.987,0.000,6
20260216-f5078093,20260216-ca3059a5,99,90,55.41,0.7688,0.8166,1.00,0.000096,SnakeCollision,1,16,8.9648,31.8087,3.0115,101.7389,0.000,0.000,0.000,0.067,0.933,0.000,6
20260216-f5078093,20260216-ca3059a5,100,300,311.49,0.7661,1.7033,1.00,0.000097,MaxSteps,1,72,4.8852,35.5917,3.8406,68.4320,0.000,0.007,0.003,0.203,0.787,0.000,6
20260216-f5078093,20260216-ca3059a5,101,56,65.13,0.7640,0.4586,1.00,0.000098,SnakeCollision,1,22,5.9376,29.3962,2.3925,30.4918,0.000,0.000,0.000,0.179,0.821,0.000,7
20260216-f5078093,20260216-ca3059a5,102,24,63.04,0.7640,0.4586,1.00,0.000098,SnakeCollision,1,21,5.9376,29.3962,2.3925,30.4918,0.000,0.000,0.000,0.000,1.000,0.000,7
20260216-f5078093,20260216-ca3059a5,103,56,87.46,0.7640,0.4586,1.00,0.000098,SnakeCollision,1,23,5.9376,29.3962,2.3925,30.4918,0.000,0.000,0.000,0.000,1.000,0.000,7
20260216-f5078093,20260216-ca3059a5,104,137,115.69,0.7635,1.6016,1.00,0.000099,SnakeCollision,1,38,7.3694,26.2282,3.1681,111.7636,0.007,0.000,0.000,0.073,0.920,0.000,7
20260216-f5078093,20260216-ca3059a5,105,30,26.82,0.7616,1.1413,1.00,0.000100,SnakeCollision,1,13,8.7585,37.6254,3.1695,49.1783,0.000,0.033,0.000,0.100,0.867,0.000,7
20260216-f5078093,20260216-ca3059a5,106,24,56.19,0.7615,1.1443,1.00,0.000100,SnakeCollision,1,21,5.5643,22.8727,3.1851,28.2817,0.000,0.000,0.000,0.250,0.750,0.000,7
20260216-f5078093,20260216-ca3059a5,107,2,-13.90,0.7614,0.8475,1.00,0.000100,SnakeCollision,1,1,7.7454,35.1747,2.5362,27.8833,0.000,0.000,0.000,0.000,1.000,0.000,7
20260216-f5078093,20260216-ca3059a5,108,88,95.90,0.7613,2.5934,1.00,0.000100,SnakeCollision,1,30,5.7140,24.4727,3.8755,66.5527,0.000,0.000,0.011,0.000,0.989,0.000,7
